current_speed_kmh,current_delay_min,distance_to_next_station_km,current_position_km,distance_remaining_km,estimated_running_time_min,delay_ratio,train_priority_EXPRESS,train_priority_FREIGHT,train_priority_HIGH_SPEED,train_priority_PASSENGER,has_train_ahead,distance_to_ahead_train_km,ahead_train_speed_kmh,ahead_train_eta_min,expected_clearance_time_min,relative_speed_kmh,closing_speed_kmh,time_to_close_gap_min,headway_margin_min,signal_code,current_headway_min,safe_required_headway_min,platform_available,speed_restriction_kmh,junction_busy,route_blocked,section_occupancy,time_of_day,weather_condition_CLEAR,weather_condition_FOG,weather_condition_RAIN,weather_condition_STORM,speed_mean,speed_std,speed_trend,position_progress_rate,delay_mean,delay_std,delay_trend,conflict,conflict_probability,expected_delay_min
45.6,1.3,17.8,72.1,17.8,23.42,0.056,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,12.4,0.0,15.4,3.0,0.5,160.0,1.0,0.0,0.0,12.9,1.0,0.0,0.0,0.0,41.2,2.61,6.4,0.652,1.8,0.5,-1.0,1,0.1768,10.6
34.7,0.7,27.5,162.3,27.5,47.55,0.015,0.0,1.0,0.0,0.0,1.0,4.38,20.0,13.1,15.0,14.7,14.7,17.88,9.4,2.0,12.4,3.0,1.0,160.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,1.0,32.3,0.33,0.8,0.453,0.15,0.55,1.1,0,0.4711,8.3
65.1,1.4,6.1,236.3,6.1,5.62,0.249,0.0,1.0,0.0,0.0,1.0,2.44,62.6,2.3,6.5,2.5,2.5,58.56,16.6,2.0,19.6,3.0,1.0,160.0,1.0,0.0,0.0,4.2,1.0,0.0,0.0,0.0,67.1,3.02,-7.4,1.017,2.1,0.7,-1.4,1,0.9406,12.7
78.5,5.6,18.9,193.5,18.9,14.45,0.388,0.0,0.0,0.0,1.0,1.0,1.4,58.7,1.4,4.0,19.8,19.8,4.24,17.6,3.0,20.6,3.0,1.0,120.0,0.0,0.0,0.0,14.2,1.0,0.0,0.0,0.0,79.7,2.61,-6.4,1.421,4.25,1.35,2.7,0,0.9126,18.9
94.8,7.9,2.4,59.5,2.4,1.52,5.201,1.0,0.0,0.0,0.0,1.0,16.33,50.2,19.5,20.8,44.6,44.6,21.97,21.5,1.0,24.5,3.0,0.0,120.0,0.0,0.0,0.0,4.6,0.0,1.0,0.0,0.0,93.9,6.12,15.0,1.479,6.55,1.35,2.7,0,0.304,13.8
41.4,6.5,5.1,224.4,5.1,7.39,0.879,0.0,1.0,0.0,0.0,1.0,10.07,21.0,28.8,31.2,20.4,20.4,29.62,18.5,0.0,21.5,3.0,1.0,50.0,0.0,0.5,0.0,8.9,0.0,0.0,1.0,0.0,39.7,1.31,3.2,0.736,6.7,0.2,-0.4,0,0.3027,12.1
76.7,3.9,13.7,186.5,13.7,10.72,0.364,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,17.2,0.0,20.2,3.0,1.0,120.0,0.0,0.0,0.0,8.8,0.0,0.0,1.0,0.0,75.5,1.06,2.6,1.209,3.05,0.85,1.7,0,0.027,7.1
126.9,0.3,24.8,40.7,24.8,11.73,0.026,1.0,0.0,0.0,0.0,1.0,12.49,128.3,5.8,7.7,-1.4,0.0,999.0,19.2,0.0,22.2,3.0,1.0,120.0,0.0,0.0,0.0,23.5,1.0,0.0,0.0,0.0,125.0,0.82,-2.0,2.143,1.15,0.85,-1.7,0,0.1418,0.0
76.2,19.2,22.3,181.1,22.3,17.56,1.093,0.0,0.0,0.0,1.0,1.0,20.22,53.4,22.7,25.0,22.8,22.8,53.21,3.8,2.0,6.8,3.0,0.5,80.0,0.0,0.0,0.0,14.9,0.0,0.0,1.0,0.0,68.2,1.47,3.6,1.218,19.1,0.1,0.2,1,0.5134,31.4
110.3,1.1,29.2,79.4,29.2,15.88,0.069,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,13.0,0.0,16.0,3.0,1.0,120.0,0.5,0.0,0.0,0.4,0.0,0.0,1.0,0.0,112.1,1.06,-2.6,1.789,1.65,0.55,-1.1,1,0.0379,9.2
54.7,6.6,2.3,127.9,2.3,2.52,2.616,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,13.6,0.0,16.6,3.0,1.0,120.0,0.0,0.5,0.0,22.6,0.0,0.0,0.0,1.0,54.1,3.59,8.8,0.878,6.15,0.45,0.9,0,0.0694,11.5
106.3,14.6,12.1,82.1,12.1,6.83,2.138,1.0,0.0,0.0,0.0,1.0,2.05,86.0,1.4,3.6,20.3,20.3,6.06,11.5,1.0,14.5,3.0,1.0,120.0,0.0,0.5,0.0,11.0,0.0,0.0,1.0,0.0,109.9,1.06,2.6,1.806,13.45,1.15,2.3,0,0.662,22.4
54.3,7.2,5.6,30.2,5.6,6.19,1.164,0.0,0.0,0.0,1.0,1.0,10.51,37.2,17.0,19.0,17.1,17.1,36.88,7.7,0.0,10.7,3.0,0.5,120.0,0.5,0.0,0.0,1.2,1.0,0.0,0.0,0.0,55.7,2.45,6.0,1.07,6.8,0.4,0.8,1,0.3282,17.1
152.3,1.5,2.1,194.5,2.1,0.83,1.5,0.0,0.0,1.0,0.0,1.0,2.77,111.8,1.5,6.2,40.5,40.5,4.1,9.2,3.0,12.2,3.0,1.0,30.0,0.0,0.5,0.0,6.9,1.0,0.0,0.0,0.0,154.5,5.96,-14.6,2.367,0.85,0.65,1.3,1,0.9236,27.4
45.5,2.3,8.7,208.9,8.7,11.47,0.2,0.0,1.0,0.0,0.0,1.0,12.71,27.7,27.5,32.5,17.8,17.8,42.84,17.2,1.0,20.2,3.0,1.0,50.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,44.2,5.31,13.0,0.579,2.05,0.25,0.5,0,0.3179,6.7
153.3,0.2,8.1,65.7,8.1,3.17,0.063,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,7.8,0.0,10.8,3.0,0.0,80.0,0.5,0.0,0.0,18.7,1.0,0.0,0.0,0.0,157.0,1.39,3.4,2.668,0.35,0.15,-0.3,0,0.0626,4.0
135.3,5.7,13.2,67.5,13.2,5.85,0.974,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,16.9,0.0,19.9,3.0,0.5,120.0,0.0,0.0,0.0,12.2,1.0,0.0,0.0,0.0,130.6,2.53,-6.2,2.304,6.2,0.5,-1.0,0,0.0278,2.4
121.2,5.7,5.1,113.2,5.1,2.52,2.258,1.0,0.0,0.0,0.0,1.0,2.85,61.5,2.8,6.9,59.7,59.7,2.86,8.6,2.0,11.6,3.0,1.0,80.0,0.0,0.0,0.0,14.6,1.0,0.0,0.0,0.0,124.4,9.72,23.8,1.965,5.0,0.7,1.4,1,0.6857,18.8
58.3,7.8,15.2,204.8,15.2,15.64,0.499,0.0,0.0,0.0,1.0,1.0,2.98,44.3,4.0,5.8,14.0,14.0,12.77,8.7,1.0,11.7,3.0,1.0,120.0,0.0,0.0,0.0,16.2,1.0,0.0,0.0,0.0,61.9,3.1,-7.6,1.052,8.3,0.5,-1.0,0,0.4217,7.8
62.6,0.1,27.7,28.5,27.7,26.55,0.004,0.0,0.0,0.0,1.0,1.0,4.31,56.1,4.6,8.3,6.5,6.5,39.78,4.7,3.0,7.7,3.0,0.5,120.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,57.9,4.65,11.4,1.052,0.15,0.05,-0.1,1,0.8106,16.0
144.6,10.2,22.7,204.1,22.7,9.42,1.083,0.0,0.0,1.0,0.0,1.0,2.88,88.0,2.0,6.2,56.6,56.6,3.05,6.8,2.0,9.8,3.0,1.0,120.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,144.8,0.49,1.2,2.487,9.6,0.6,1.2,1,0.6275,23.5
83.5,8.1,25.4,231.5,25.4,18.25,0.444,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,15.4,1.0,18.4,3.0,1.0,160.0,0.5,0.0,0.0,8.4,0.0,1.0,0.0,0.0,81.4,0.65,-1.6,1.503,8.25,0.15,-0.3,1,0.1484,16.8
157.9,0.9,24.3,144.8,24.3,9.23,0.097,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,5.4,0.0,8.4,3.0,1.0,120.0,0.0,0.0,0.0,23.4,1.0,0.0,0.0,0.0,154.8,1.71,-4.2,2.548,-0.25,1.15,2.3,0,0.0274,7.3
67.9,2.6,12.3,24.5,12.3,10.87,0.239,0.0,0.0,0.0,1.0,1.0,16.71,38.8,25.8,28.9,29.1,29.1,34.45,8.0,0.0,11.0,3.0,1.0,120.0,0.0,0.0,0.0,9.7,0.0,0.0,1.0,0.0,70.5,4.82,-11.8,1.254,1.95,0.65,1.3,0,0.2529,7.2
50.3,6.1,21.6,74.7,21.6,25.77,0.237,0.0,1.0,0.0,0.0,1.0,1.08,29.0,2.2,6.5,21.3,21.3,3.04,14.1,2.0,17.1,3.0,0.0,160.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.1,1.63,4.0,0.79,6.65,0.55,-1.1,1,0.9739,19.2
122.0,4.1,22.9,36.7,22.9,11.26,0.364,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.5,2.0,12.5,3.0,1.0,80.0,0.5,0.0,0.0,21.2,1.0,0.0,0.0,0.0,120.8,2.78,6.8,2.049,3.25,0.85,1.7,0,0.178,15.4
123.3,0.7,7.0,72.2,7.0,3.41,0.205,1.0,0.0,0.0,0.0,1.0,7.11,70.4,6.1,10.3,52.9,52.9,8.06,17.6,1.0,20.6,3.0,1.0,120.0,0.0,0.0,0.0,11.5,0.0,0.0,1.0,0.0,123.8,1.39,3.4,2.118,0.95,0.25,-0.5,0,0.3068,2.7
50.9,0.5,25.9,204.8,25.9,30.53,0.016,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,14.6,0.0,17.6,3.0,1.0,50.0,0.0,0.0,0.0,4.2,1.0,0.0,0.0,0.0,47.9,3.18,7.8,0.83,0.55,0.05,-0.1,1,0.0345,9.3
126.4,9.1,14.3,23.4,14.3,6.79,1.341,1.0,0.0,0.0,0.0,1.0,3.17,77.7,2.4,7.3,48.7,48.7,3.91,18.9,3.0,21.9,3.0,0.5,50.0,0.0,0.0,0.0,4.7,0.0,0.0,1.0,0.0,126.7,2.61,6.4,2.114,9.75,0.65,-1.3,0,0.8621,17.2
32.6,1.0,1.5,78.1,1.5,2.76,0.362,0.0,1.0,0.0,0.0,1.0,3.93,33.2,7.1,11.0,-0.6,0.0,999.0,13.7,0.0,16.7,3.0,1.0,120.0,0.0,0.0,0.0,11.4,0.0,1.0,0.0,0.0,31.8,0.08,-0.2,0.363,-0.75,1.75,3.5,0,0.2923,8.8
85.7,1.1,19.7,134.1,19.7,13.79,0.08,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.7,0.0,12.7,3.0,0.5,120.0,0.0,0.5,0.0,14.0,0.0,1.0,0.0,0.0,90.0,4.74,-11.6,1.594,1.65,0.55,-1.1,0,0.0924,4.6
68.9,10.7,20.6,219.8,20.6,17.94,0.596,0.0,0.0,0.0,1.0,1.0,4.23,50.5,5.0,8.4,18.4,18.4,13.79,11.0,2.0,14.0,3.0,0.0,120.0,0.0,1.0,0.0,11.5,0.0,0.0,1.0,0.0,70.5,3.27,-8.0,1.166,10.3,0.4,0.8,1,0.8859,29.2
59.2,5.7,17.0,70.0,17.0,17.23,0.331,0.0,0.0,0.0,1.0,1.0,15.76,56.6,16.7,20.3,2.6,2.6,363.69,12.1,0.0,15.1,3.0,1.0,120.0,0.0,1.0,0.0,8.2,0.0,0.0,1.0,0.0,57.3,3.67,-9.0,0.828,5.8,0.1,-0.2,1,0.4971,19.9
63.6,5.6,7.2,196.8,7.2,6.79,0.824,0.0,0.0,0.0,1.0,1.0,5.36,60.4,5.3,9.5,3.2,3.2,100.5,20.5,2.0,23.5,3.0,1.0,120.0,0.5,0.0,0.0,2.9,1.0,0.0,0.0,0.0,59.1,0.49,1.2,1.334,4.55,1.05,2.1,1,0.7213,22.0
58.1,3.9,15.0,150.1,15.0,15.49,0.252,0.0,0.0,0.0,1.0,1.0,7.23,34.1,12.7,16.5,24.0,24.0,18.08,8.1,1.0,11.1,3.0,0.5,120.0,0.0,0.0,0.0,20.4,0.0,0.0,1.0,0.0,57.8,1.8,4.4,0.731,1.5,2.4,4.8,1,0.2936,21.1
100.2,5.0,12.6,172.3,12.6,7.54,0.663,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,19.5,0.0,22.5,3.0,1.0,120.0,0.0,1.0,0.0,18.4,1.0,0.0,0.0,0.0,98.9,2.2,-5.4,1.674,4.55,0.45,0.9,0,0.2189,16.3
121.1,5.5,29.3,216.8,29.3,14.52,0.379,1.0,0.0,0.0,0.0,1.0,1.52,100.2,0.9,3.5,20.9,20.9,4.36,15.7,1.0,18.7,3.0,1.0,120.0,0.0,1.0,0.0,9.8,0.0,0.0,1.0,0.0,122.2,2.86,-7.0,2.05,6.05,0.55,-1.1,1,0.912,19.8
109.7,20.6,24.9,16.3,24.9,13.62,1.513,1.0,0.0,0.0,0.0,1.0,4.01,99.9,2.4,5.1,9.8,9.8,24.55,10.1,1.0,13.1,3.0,0.0,120.0,0.0,1.0,0.0,19.2,1.0,0.0,0.0,0.0,108.8,3.27,8.0,1.756,19.35,1.25,2.5,1,0.8524,39.3
84.9,1.5,23.1,137.1,23.1,16.33,0.092,0.0,0.0,0.0,1.0,1.0,2.71,80.8,2.0,3.8,4.1,4.1,39.66,13.9,3.0,16.9,3.0,1.0,120.0,0.0,0.0,0.0,13.5,1.0,0.0,0.0,0.0,82.5,1.39,-3.4,1.313,1.3,0.2,0.4,1,0.8531,16.9
76.5,1.4,6.3,189.3,6.3,4.94,0.283,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,0.9,0.0,3.9,3.0,1.0,120.0,0.0,0.5,0.0,7.7,1.0,0.0,0.0,0.0,77.9,0.41,1.0,1.166,0.9,0.5,1.0,0,0.0687,9.0
40.9,0.4,10.6,222.3,10.6,15.55,0.026,0.0,1.0,0.0,0.0,1.0,22.2,39.7,33.6,36.2,1.2,1.2,999.0,7.8,0.0,10.8,3.0,0.0,120.0,0.0,0.0,0.0,2.3,0.0,0.0,1.0,0.0,39.7,2.53,6.2,0.623,-0.4,0.8,1.6,0,0.2005,4.8
55.6,6.4,12.0,41.8,12.0,12.95,0.494,0.0,0.0,0.0,1.0,1.0,2.41,42.5,3.4,7.1,13.1,13.1,11.04,14.6,1.0,17.6,3.0,1.0,120.0,0.0,1.0,0.0,0.8,1.0,0.0,0.0,0.0,58.6,1.06,2.6,0.949,6.35,0.05,0.1,0,0.8887,16.6
58.4,4.8,15.3,91.9,15.3,15.72,0.305,0.0,0.0,0.0,1.0,1.0,1.27,48.8,1.6,5.0,9.6,9.6,7.94,18.1,3.0,21.1,3.0,0.0,80.0,0.0,0.0,0.0,7.2,0.0,1.0,0.0,0.0,58.3,2.69,6.6,0.976,4.35,0.45,0.9,1,0.9202,22.5
78.7,0.7,1.9,28.9,1.9,1.45,0.483,0.0,0.0,0.0,1.0,1.0,6.15,59.8,6.2,10.6,18.9,18.9,19.52,11.9,2.0,14.9,3.0,1.0,160.0,0.5,0.0,0.0,17.5,0.0,0.0,1.0,0.0,80.7,1.8,4.4,1.24,1.45,0.75,-1.5,1,0.6261,9.1
81.4,2.7,18.2,210.4,18.2,13.42,0.201,1.0,0.0,0.0,0.0,1.0,4.47,77.9,3.4,5.1,3.5,3.5,76.63,14.2,1.0,17.2,3.0,1.0,120.0,0.0,0.0,0.0,18.2,1.0,0.0,0.0,0.0,82.6,0.41,-1.0,1.388,2.4,0.3,0.6,1,0.2758,11.5
91.5,1.2,11.4,215.8,11.4,7.48,0.161,1.0,0.0,0.0,0.0,1.0,0.79,55.3,0.9,5.6,36.2,36.2,1.31,12.3,2.0,15.3,3.0,1.0,80.0,0.5,0.0,0.0,10.0,1.0,0.0,0.0,0.0,92.4,2.04,5.0,1.378,-0.25,1.45,2.9,1,0.9433,21.2
156.2,2.4,17.3,126.1,17.3,6.65,0.361,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,22.7,0.0,25.7,3.0,0.5,120.0,0.0,0.0,0.0,5.3,1.0,0.0,0.0,0.0,151.6,0.41,-1.0,2.568,2.2,0.2,0.4,0,0.0253,4.2
145.6,18.1,1.3,15.0,1.3,0.54,18.1,0.0,0.0,1.0,0.0,1.0,23.03,140.0,9.9,13.8,5.6,5.6,246.75,3.8,0.0,6.8,3.0,1.0,120.0,0.0,0.0,0.0,5.3,0.0,1.0,0.0,0.0,142.3,0.0,0.0,2.476,17.7,0.4,0.8,0,0.3167,19.1
91.3,6.9,10.3,34.5,10.3,6.77,1.019,1.0,0.0,0.0,0.0,1.0,15.7,84.8,11.1,14.1,6.5,6.5,144.92,14.5,0.0,17.5,3.0,0.5,160.0,0.5,0.0,0.0,14.4,0.0,0.0,1.0,0.0,91.4,5.47,-13.4,1.612,4.55,2.35,4.7,0,0.3128,14.8
53.8,0.0,23.3,159.8,23.3,25.99,0.0,0.0,0.0,0.0,1.0,1.0,3.13,50.6,3.7,7.5,3.2,3.2,58.69,19.0,2.0,22.0,3.0,1.0,80.0,0.0,0.5,0.0,1.3,0.0,0.0,1.0,0.0,54.9,0.49,1.2,0.935,-1.55,1.55,3.1,1,0.6968,20.8
64.5,1.7,15.5,245.8,15.5,14.42,0.118,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,8.6,0.0,11.6,3.0,0.0,80.0,0.0,0.0,0.0,23.5,0.0,0.0,1.0,0.0,63.1,2.53,6.2,1.017,3.0,1.3,-2.6,0,0.0333,0.0
80.8,0.1,23.9,211.3,23.9,17.75,0.006,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,14.2,0.0,17.2,3.0,1.0,120.0,0.5,0.0,0.0,9.1,0.0,1.0,0.0,0.0,78.5,1.22,-3.0,1.565,0.2,0.1,-0.2,0,0.0621,2.3
92.8,7.5,21.3,201.5,21.3,13.77,0.545,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.3,0.0,12.3,3.0,1.0,120.0,0.5,0.0,0.0,12.2,0.0,0.0,1.0,0.0,92.2,3.43,8.4,1.738,8.95,1.45,-2.9,0,0.0672,3.7
101.0,3.8,25.8,110.3,25.8,15.33,0.248,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,4.6,0.0,7.6,3.0,0.5,120.0,0.0,0.0,0.0,15.1,1.0,0.0,0.0,0.0,105.6,5.47,13.4,1.705,3.3,0.5,1.0,0,0.044,6.9
78.4,30.7,1.2,246.5,1.2,0.92,30.7,0.0,0.0,0.0,1.0,1.0,8.7,59.1,8.8,11.2,19.3,19.3,27.05,18.2,0.0,21.2,3.0,1.0,80.0,0.0,0.0,0.0,5.5,1.0,0.0,0.0,0.0,78.3,2.86,-7.0,1.295,30.65,0.05,0.1,1,0.4009,36.1
150.8,7.9,8.6,208.0,8.6,3.42,2.309,0.0,0.0,1.0,0.0,1.0,11.6,124.3,5.6,10.1,26.5,26.5,26.26,21.4,1.0,24.4,3.0,0.5,80.0,1.0,0.0,0.0,4.6,0.0,1.0,0.0,0.0,148.0,0.24,-0.6,2.315,7.15,0.75,1.5,0,0.7953,20.4
77.6,4.4,16.9,90.6,16.9,13.07,0.337,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,18.9,0.0,21.9,3.0,1.0,120.0,0.0,0.0,0.0,4.4,1.0,0.0,0.0,0.0,76.6,0.98,-2.4,1.475,4.8,0.4,-0.8,0,0.0243,3.0
105.9,9.8,28.3,189.6,28.3,16.03,0.611,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,16.4,0.0,19.4,3.0,1.0,80.0,0.0,0.0,0.0,23.6,1.0,0.0,0.0,0.0,110.9,0.33,-0.8,1.821,8.6,1.2,2.4,0,0.0235,16.3
125.6,7.3,20.7,113.8,20.7,9.89,0.738,1.0,0.0,0.0,0.0,1.0,6.25,131.7,2.8,5.0,-6.1,0.0,999.0,14.1,0.0,17.1,3.0,1.0,80.0,0.0,0.0,0.0,12.5,1.0,0.0,0.0,0.0,124.1,5.39,13.2,2.178,6.75,0.55,1.1,0,0.2381,9.1
43.0,1.7,14.2,168.5,14.2,19.81,0.086,0.0,1.0,0.0,0.0,1.0,7.83,33.5,14.0,15.8,9.5,9.5,49.45,3.3,2.0,6.3,3.0,1.0,120.0,0.0,0.0,0.0,18.8,1.0,0.0,0.0,0.0,45.5,0.16,-0.4,0.819,0.95,0.75,1.5,0,0.4904,8.9
36.3,4.5,4.8,242.8,4.8,7.93,0.567,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,10.0,1.0,13.0,3.0,1.0,160.0,1.0,0.0,0.0,9.6,1.0,0.0,0.0,0.0,35.7,4.57,11.2,0.666,4.0,0.5,1.0,0,0.3122,13.1
73.3,4.9,15.3,69.1,15.3,12.52,0.391,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,6.5,0.0,9.5,3.0,0.5,80.0,0.0,0.0,0.0,2.6,1.0,0.0,0.0,0.0,75.6,1.22,-3.0,1.076,4.25,0.65,1.3,0,0.0276,12.0
66.6,3.6,13.8,200.8,13.8,12.43,0.29,0.0,0.0,0.0,1.0,1.0,7.8,44.0,10.6,14.1,22.6,22.6,20.71,18.6,2.0,21.6,3.0,1.0,120.0,0.0,0.0,0.0,13.7,1.0,0.0,0.0,0.0,66.4,0.82,-2.0,1.145,3.6,0.0,0.0,1,0.5544,12.5
122.7,1.2,23.6,151.7,23.6,11.54,0.104,1.0,0.0,0.0,0.0,1.0,1.61,102.1,0.9,3.6,20.6,20.6,4.69,8.7,1.0,11.7,3.0,1.0,160.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,118.0,1.63,4.0,1.99,1.8,0.6,-1.2,1,0.5682,4.4
33.2,1.5,13.0,238.0,13.0,23.49,0.064,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,5.5,1.0,8.5,3.0,1.0,80.0,0.0,0.0,0.0,20.3,1.0,0.0,0.0,0.0,37.3,2.12,5.2,0.621,0.4,1.1,2.2,0,0.0481,10.6
63.7,2.0,10.2,42.3,10.2,9.61,0.208,0.0,1.0,0.0,0.0,1.0,3.91,54.4,4.3,7.1,9.3,9.3,25.23,4.4,2.0,7.4,3.0,0.5,50.0,0.5,0.0,0.0,16.1,0.0,1.0,0.0,0.0,63.8,0.16,0.4,1.126,1.4,0.6,1.2,1,0.7419,20.6
94.7,0.1,3.6,182.7,3.6,2.28,0.044,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,8.3,0.0,11.3,3.0,1.0,120.0,0.5,0.0,0.0,6.5,1.0,0.0,0.0,0.0,95.4,1.63,-4.0,1.746,0.2,0.1,-0.2,0,0.0523,2.2
56.2,14.9,2.3,18.9,2.3,2.46,6.068,0.0,1.0,0.0,0.0,1.0,5.88,51.5,6.9,9.9,4.7,4.7,75.06,4.8,0.0,7.8,3.0,1.0,120.0,0.0,0.0,0.0,17.5,1.0,0.0,0.0,0.0,58.2,3.1,-7.6,0.872,14.9,0.0,0.0,1,0.3852,20.2
82.0,7.0,13.7,69.2,13.7,10.02,0.698,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,15.8,0.0,18.8,3.0,1.0,120.0,1.0,0.0,0.0,11.4,0.0,0.0,0.0,1.0,85.1,1.88,-4.6,1.155,5.85,1.15,2.3,1,0.1936,25.8
110.5,7.0,11.1,87.0,11.1,6.03,1.161,1.0,0.0,0.0,0.0,1.0,2.74,101.8,1.6,6.0,8.7,8.7,18.9,9.1,0.0,12.1,3.0,1.0,120.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,115.7,0.9,2.2,1.807,8.05,1.05,-2.1,1,0.8816,15.6
115.9,5.1,17.1,113.7,17.1,8.85,0.576,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,17.1,0.0,20.1,3.0,0.0,80.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,117.0,9.31,22.8,2.081,4.35,0.75,1.5,0,0.0312,10.7
98.4,7.0,21.6,241.7,21.6,13.17,0.531,1.0,0.0,0.0,0.0,1.0,26.49,80.8,19.7,21.0,17.6,17.6,90.31,16.5,0.0,19.5,3.0,0.5,160.0,0.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,98.7,1.22,-3.0,1.404,7.05,0.05,-0.1,0,0.2081,5.6
90.8,24.1,2.2,26.2,2.2,1.45,16.578,1.0,0.0,0.0,0.0,1.0,4.16,91.4,2.7,5.1,-0.6,0.0,999.0,14.9,1.0,17.9,3.0,0.5,120.0,0.5,0.0,0.0,6.4,0.0,0.0,1.0,0.0,94.5,1.55,-3.8,1.655,24.4,0.3,-0.6,0,0.7055,21.5
66.5,2.9,15.4,50.6,15.4,13.89,0.209,0.0,0.0,0.0,1.0,1.0,21.67,62.3,20.9,22.1,4.2,4.2,309.57,9.1,0.0,12.1,3.0,0.0,120.0,0.5,0.5,0.0,15.1,1.0,0.0,0.0,0.0,71.7,6.04,-14.8,1.115,2.8,0.1,0.2,0,0.4385,8.0
78.3,7.5,26.0,58.7,26.0,19.92,0.376,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,20.7,0.0,23.7,3.0,1.0,50.0,1.0,0.0,0.0,11.3,1.0,0.0,0.0,0.0,75.8,0.82,2.0,1.39,7.0,0.5,1.0,0,0.1935,19.7
57.9,2.7,14.2,111.8,14.2,14.72,0.183,0.0,0.0,0.0,1.0,1.0,12.65,34.1,22.3,26.6,23.8,23.8,31.89,7.9,0.0,10.9,3.0,0.0,80.0,0.5,0.0,0.0,7.4,0.0,0.0,1.0,0.0,56.1,4.41,10.8,1.107,0.6,2.1,4.2,0,0.3113,15.2
92.6,11.6,16.1,24.6,16.1,10.43,1.112,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,4.4,0.0,7.4,3.0,1.0,80.0,0.0,0.0,0.0,22.2,1.0,0.0,0.0,0.0,89.9,3.02,7.4,1.713,11.75,0.15,-0.3,0,0.0479,12.8
93.9,11.7,15.1,241.7,15.1,9.65,1.213,1.0,0.0,0.0,0.0,1.0,0.67,73.4,0.5,3.4,20.5,20.5,1.96,15.1,3.0,18.1,3.0,1.0,30.0,0.0,0.0,0.0,11.8,1.0,0.0,0.0,0.0,94.5,0.9,2.2,1.46,11.65,0.05,0.1,1,0.9741,28.1
83.0,14.0,12.3,144.4,12.3,8.89,1.575,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,13.4,0.0,16.4,3.0,0.5,160.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,81.8,2.69,-6.6,1.21,13.4,0.6,1.2,0,0.0269,13.3
